,url,description,topic,group,method,source,source_type,DS
54,http://arxiv.org/abs/1410.3340v1,"Much interest has been taken in understanding the global routing structure of
the Internet, both to model and protect the current structures and to modify
the structure to improve resilience. These studies rely on trace-routes and
algorithmic inference to resolve individual IP addresses into connected
routers, yielding a network of routers. Using WHOIS registries, parsing of DNS
registries, as well as simple latency-based triangulation, these routers can
often be geolocated to at least their country of origin, if not specific
regions. In this work, we use node subgraph summary statistics to present
evidence that the router-level (IPv4) network is spatially embedded, with the
similarity (or dissimilarity) of a node from it's neighbor strongly correlating
with the attributes of other routers residing in the same country or region. We
discuss these results in context of the recently proposed gravity models of the
Internet, as well as the potential application to geolocation inferrence.",Compliance and obligations,Compliance,Crawler search,Arxiv,Research,YES
55,http://arxiv.org/abs/1804.10233v1,"Social media for news consumption is becoming increasingly popular due to its
easy access, fast dissemination, and low cost. However, social media also
enable the wide propagation of ""fake news"", i.e., news with intentionally false
information. Fake news on social media poses significant negative societal
effects, and also presents unique challenges. To tackle the challenges, many
existing works exploit various features, from a network perspective, to detect
and mitigate fake news. In essence, news dissemination ecosystem involves three
dimensions on social media, i.e., a content dimension, a social dimension, and
a temporal dimension. In this chapter, we will review network properties for
studying fake news, introduce popular network types and how these networks can
be used to detect and mitigation fake news on social media.",Fake reviews,Advertising,Crawler search,Arxiv,Research,YES
56,http://arxiv.org/abs/1709.06916v2,"Popular User-Review Social Networks (URSNs)---such as Dianping, Yelp, and
Amazon---are often the targets of reputation attacks in which fake reviews are
posted in order to boost or diminish the ratings of listed products and
services. These attacks often emanate from a collection of accounts, called
Sybils, which are collectively managed by a group of real users. A new advanced
scheme, which we term elite Sybil attacks, recruits organically highly-rated
accounts to generate seemingly-trustworthy and realistic-looking reviews. These
elite Sybil accounts taken together form a large-scale sparsely-knit Sybil
network for which existing Sybil fake-review defense systems are unlikely to
succeed. In this paper, we conduct the first study to define, characterize, and
detect elite Sybil attacks. We show that contemporary elite Sybil attacks have
a hybrid architecture, with the first tier recruiting elite Sybil workers and
distributing tasks by Sybil organizers, and with the second tier posting fake
reviews for profit by elite Sybil workers. We design ElsieDet, a three-stage
Sybil detection scheme, which first separates out suspicious groups of users,
then identifies the campaign windows, and finally identifies elite Sybil users
participating in the campaigns. We perform a large-scale empirical study on ten
million reviews from Dianping, by far the most popular URSN service in China.
Our results show that reviews from elite Sybil users are more spread out
temporally, craft more convincing reviews, and have higher filter bypass rates.
We also measure the impact of Sybil campaigns on various industries (such as
cinemas, hotels, restaurants) as well as chain stores, and demonstrate that
monitoring elite Sybil users over time can provide valuable early alerts
against Sybil campaigns.",Fake reviews,Advertising,Crawler search,Arxiv,Research,YES
57,http://arxiv.org/abs/1603.01511v1,"Massive amounts of misinformation have been observed to spread in
uncontrolled fashion across social media. Examples include rumors, hoaxes, fake
news, and conspiracy theories. At the same time, several journalistic
organizations devote significant efforts to high-quality fact checking of
online claims. The resulting information cascades contain instances of both
accurate and inaccurate information, unfold over multiple time scales, and
often reach audiences of considerable size. All these factors pose challenges
for the study of the social dynamics of online news sharing. Here we introduce
Hoaxy, a platform for the collection, detection, and analysis of online
misinformation and its related fact-checking efforts. We discuss the design of
the platform and present a preliminary analysis of a sample of public tweets
containing both fake news and fact checking. We find that, in the aggregate,
the sharing of fact-checking content typically lags that of misinformation by
10--20 hours. Moreover, fake news are dominated by very active users, while
fact checking is a more grass-roots activity. With the increasing risks
connected to massive online misinformation, social news observatories have the
potential to help researchers, journalists, and the general public understand
the dynamics of real and fake news sharing.",Fake reviews,Advertising,Crawler search,Arxiv,Research,YES
58,http://arxiv.org/abs/1904.12607,Towards Understanding and Detecting Fake Reviews in App Stores.,Fake reviews,Advertising,Crawler search,DBLP,Research,YES
59,http://arxiv.org/abs/1607.06891v3,"In technical support scams, cybercriminals attempt to convince users that
their machines are infected with malware and are in need of their technical
support. In this process, the victims are asked to provide scammers with remote
access to their machines, who will then ""diagnose the problem"", before offering
their support services which typically cost hundreds of dollars. Despite their
conceptual simplicity, technical support scams are responsible for yearly
losses of tens of millions of dollars from everyday users of the web. In this
paper, we report on the first systematic study of technical support scams and
the call centers hidden behind them. We identify malvertising as a major
culprit for exposing users to technical support scams and use it to build an
automated system capable of discovering, on a weekly basis, hundreds of phone
numbers and domains operated by scammers. By allowing our system to run for
more than 8 months we collect a large corpus of technical support scams and use
it to provide insights on their prevalence, the abused infrastructure, the
illicit profits, and the current evasion attempts of scammers. Finally, by
setting up a controlled, IRB-approved, experiment where we interact with 60
different scammers, we experience first-hand their social engineering tactics,
while collecting detailed statistics of the entire process. We explain how our
findings can be used by law-enforcing agencies and propose technical and
educational countermeasures for helping users avoid being victimized by
technical support scams.",Financial online fraud,Scam (Online Fraud),Crawler search,Arxiv,Research,YES
60,http://arxiv.org/abs/1109.1074v1,"In India many people are now dependent on online banking. This raises
security concerns as the banking websites are forged and fraud can be committed
by identity theft. These forged websites are called as Phishing websites and
created by malicious people to mimic web pages of real websites and it attempts
to defraud people of their personal information. Detecting and identifying
phishing websites is a really complex and dynamic problem involving many
factors and criteria. This paper discusses about the prediction of phishing
websites using neural networks. A neural network is a multilayer system which
reduces the error and increases the performance. This paper describes a
framework to better classify and predict the phishing sites using neural
networks.",Forced Action,Dark Patterns,Crawler search,Arxiv,Research,YES
61,http://arxiv.org/abs/1806.08910v1,"We introduce the fraud de-anonymization problem, that goes beyond fraud
detection, to unmask the human masterminds responsible for posting search rank
fraud in online systems. We collect and study search rank fraud data from
Upwork, and survey the capabilities and behaviors of 58 search rank fraudsters
recruited from 6 crowdsourcing sites. We propose Dolos, a fraud
de-anonymization system that leverages traits and behaviors extracted from
these studies, to attribute detected fraud to crowdsourcing site fraudsters,
thus to real identities and bank accounts. We introduce MCDense, a min-cut
dense component detection algorithm to uncover groups of user accounts
controlled by different fraudsters, and leverage stylometry and deep learning
to attribute them to crowdsourcing site profiles. Dolos correctly identified
the owners of 95% of fraudster-controlled communities, and uncovered fraudsters
who promoted as many as 97.5% of fraud apps we collected from Google Play. When
evaluated on 13,087 apps (820,760 reviews), which we monitored over more than 6
months, Dolos identified 1,056 apps with suspicious reviewer groups. We report
orthogonal evidence of their fraud, including fraud duplicates and fraud
re-posts.",General scam & Pishing,Scam (Online Fraud),Crawler search,Arxiv,Research,YES
62,http://arxiv.org/abs/1801.04565v1,"Data retrieval systems such as online search engines and online social
networks must comply with the privacy policies of personal and selectively
shared data items, regulatory policies regarding data retention and censorship,
and the provider's own policies regarding data use. Enforcing these policies is
difficult and error-prone. Systematic techniques to enforce policies are either
limited to type-based policies that apply uniformly to all data of the same
type, or incur significant runtime overhead.
  This paper presents Shai, the first system that systematically enforces
data-specific policies with near-zero overhead in the common case. Shai's key
idea is to push as many policy checks as possible to an offline, ahead-of-time
analysis phase, often relying on predicted values of runtime parameters such as
the state of access control lists or connected users' attributes. Runtime
interception is used sparingly, only to verify these predictions and to make
any remaining policy checks. Our prototype implementation relies on efficient,
modern OS primitives for sandboxing and isolation. We present the design of
Shai and quantify its overheads on an experimental data indexing and search
pipeline based on the popular search engine Apache Lucene.",General scam & Pishing,Scam (Online Fraud),Crawler search,Arxiv,Research,YES
63,http://arxiv.org/abs/1907.03048v1,"Download fraud is a prevalent threat in mobile App markets, where fraudsters
manipulate the number of downloads of Apps via various cheating approaches.
Purchased fake downloads can mislead recommendation and search algorithms and
further lead to bad user experience in App markets. In this paper, we
investigate download fraud problem based on a company's App Market, which is
one of the most popular Android App markets. We release a honeypot App on the
App Market and purchase fake downloads from fraudster agents to track fraud
activities in the wild. Based on our interaction with the fraudsters, we
categorize download fraud activities into three types according to their
intentions: boosting front end downloads, optimizing App search ranking, and
enhancing user acquisition&retention rate. For the download fraud aimed at
optimizing App search ranking, we select, evaluate, and validate several
features in identifying fake downloads based on billions of download data. To
get a comprehensive understanding of download fraud, we further gather stances
of App marketers, fraudster agencies, and market operators on download fraud.
The followed analysis and suggestions shed light on the ways to mitigate
download fraud in App markets and other social platforms. To the best of our
knowledge, this is the first work that investigates the download fraud problem
in mobile App markets.",General scam & Pishing,Scam (Online Fraud),Crawler search,Arxiv,Research,YES
64,https://play.google.com/store/apps/details?id=com.fraudlabspro.mobile&referrer=utm_source%3D42matters.com%26utm_medium%3Dapi,"The FraudLabs Pro app lets you connect to your FraudLabs Pro online fraud screening service and view the current status of the transactions you are monitoring. It is a handy companion when receiving an alert while on the go. FraudLabs Pro service screens credit card transactions for online frauds. It increases e-commerce merchant profits by reduces chargeback, improves operation efficiency and provides business intelligence.

Features:
• Get alerts as push notifications directly to your device.
• Quickly review an order with root-cause analyses.
• View the current status of all order transactions.
• View sales statistics for each site.
• Quickly switch between all your sites.

This app require FraudLabs Pro account to work. Please sign up a free account from http://www.fraudlabspro.com",General scam & Pishing,Scam (Online Fraud),Crawler search,Google play,Software registry,YES
65,http://www.itiis.org/digital-library/manuscript/355,we propose a system that detects botnets and zombie PCs based on email spam analysis,Geoblocking,Geoblocking,Crawler search,Web of Science Database,Research,YES
66,http://arxiv.org/abs/1805.10505v2,"User data is the primary input of digital advertising, fueling the free
Internet as we know it. As a result, web companies invest a lot in elaborate
tracking mechanisms to acquire user data that can sell to data markets and
advertisers. However, with same-origin policy, and cookies as a primary
identification mechanism on the web, each tracker knows the same user with a
different ID. To mitigate this, Cookie Synchronization (CSync) came to the
rescue, facilitating an information sharing channel between third parties that
may or not have direct access to the website the user visits. In the
background, with CSync, they merge user data they own, but also reconstruct a
user's browsing history, bypassing the same origin policy. In this paper, we
perform a first to our knowledge in-depth study of CSync in the wild, using a
year-long weblog from 850 real mobile users. Through our study, we aim to
understand the characteristics of the CSync protocol and the impact it has on
web users' privacy. For this, we design and implement CONRAD, a holistic
mechanism to detect CSync events at real time, and the privacy loss on the user
side, even when the synced IDs are obfuscated. Using CONRAD, we find that 97%
of the regular web users are exposed to CSync: most of them within the first
week of their browsing, and the median userID gets leaked, on average, to 3.5
different domains. Finally, we see that CSync increases the number of domains
that track the user by a factor of 6.75.",HTTP Cookies,Advertising,Crawler search,Arxiv,Research,YES
67,https://play.google.com/store/apps/details?id=org.leightwb.srware&referrer=utm_source%3D42matters.com%26utm_medium%3Dapi,"You are looking for a powerful, extremely fast and data protective browser for your Android smartphone or tablet? Then try Lightweight Browser. 

Main Features:
- Insane rendering speed
- very small application size
- AdBlocker
- Cookie, JavaScript and Tracking control
- WebRTC Control
- Blink Rendering Engine via Webview
- Backup functionality
- Dark Theme
- and much more ....

Of course the application needs some permission for surfing the web and downloading files to storage etc. But the following permissions are OPTINAL and can be denied if you don't need location or video-chat via the browser:
- permission.ACCESS_LOCATION
- permission.ACCESS_FINE_LOCATION
- permission.CAMERA
- permission.RECORD_AUDIO

The browser is open source and is also based on other open source work. We give thanks to all the developers. But we have stricter privacy rules than most other browsers. The app has no 3rd party plugins integrated which could possibly send personal data.",HTTP Cookies,Advertising,Crawler search,Google play,Software registry,YES
68,https://doi.org/10.1109/SMARTCOMP.2017.7947016,Identity Theft Detection in Mobile Social Networks Using Behavioral Semantics.,Identity Theft,Scam (Online Fraud),Crawler search,DBLP,Research,YES
69,https://worldwide.espacenet.com/publicationDetails/biblio?CC=US&NR=7540021&KC=B2&date=20090526&locale=en_EP,"The present invention relates to an information security bot system for the mitigation of damage upon its victims, or enforcement of Identity Theft laws, by searching and inducing transactions with perpetrators of identity crimes (e.g. identity theft.). Searching is accomplished using a software spider search robot (“bot”) that turns any transmitted personal information in to a bit-keyed array that cannot betray any of the known information of the users. Transactions with perpetrators are induced and affected using machine generated natural language techniques. In instances of success, data (actual, bogus or “poisoned”) is transferred to or received from said perpetrators. This data can be used to protect victims or to ensnare perpetrators. In addition, the invention relates to offensive and proactive prevention of identity theft and other related crimes.",Identity Theft,Scam (Online Fraud),Crawler search,EU Patents Database,Software registry,YES
70,https://worldwide.espacenet.com/publicationDetails/biblio?CC=US&NR=10165002&KC=B2&date=20181225&locale=en_EP,"A system for identifying an imposter account in a social network includes a monitoring engine to monitor user accounts of a social network, an identifying engine to identify attributes associated with each of the user accounts of the social network, a matching engine to match the attributes associated with each of the user accounts of the social network, a determining engine to determine when one of the user accounts is an imposter account associated with identity theft of a victim account, a calculating engine to calculate a threshold, and an executing engine to execute an action against the identity theft of the victim account by the imposter account.",Identity Theft,Scam (Online Fraud),Crawler search,EU Patents Database,Software registry,YES
71,https://doi.org/10.1145/2911451.2911467,Cobwebs from the Past and Present - Extracting Large Social Networks using Internet Archive Data.,Internet snaps and internet archives,Web Evidence,Crawler search,DBLP,Research,YES
72,https://github.com/cocrawler/cdx_toolkit,A toolkit for CDX indices such as Common Crawl and the Internet Archive's Wayback Machine,Internet snaps and internet archives,Web Evidence,Crawler search,Github,Software registry,YES
73,https://github.com/XOlator/wayback_gem,Ruby gem to access Archive.org's Wayback Machine Memento API,Internet snaps and internet archives,Web Evidence,Crawler search,Github,Software registry,YES
74,https://github.com/DocNow/waybackprov,utility to fetch provenance information from Internet Archive's Wayback Machine,Internet snaps and internet archives,Web Evidence,Crawler search,Github,Software registry,YES
75,https://github.com/theriley106/MultiPage,A program capable of opening multiple Selenium web-driver windows while rotating through a list of proxies.  Randomized user-agents are activated in each window.  Finds errors/differences between windows using screenshot file size.,Internet snaps and internet archives,Web Evidence,Crawler search,Github,Software registry,YES
76,https://github.com/juliankrieger/Screengrabber,Program to grab a Screenshot every 3 seconds and put it in a folder,Internet snaps and internet archives,Web Evidence,Crawler search,Github,Software registry,YES
77,https://github.com/lassebunk/screenshot-generator,WordPress plugin for taking automatic screenshots of posts for social media etc.,Internet snaps and internet archives,Web Evidence,Crawler search,Github,Software registry,YES
78,https://github.com/BBC-News/wraith,Wraith — A responsive screenshot comparison tool,Internet snaps and internet archives,Web Evidence,Crawler search,Github,Software registry,YES
79,http://arxiv.org/abs/1907.02906v1,"While there have been numerous calls to increase the participation of people
with disabilities in STEM, many postsecondary institutions are not equipped to
support students with disabilities. We examined the digital accessibility of
139 webpages from 73 postsecondary institutions that contained information
about the undergraduate physics curriculum and graduate research programs. We
selected these webpages as they are common entry points for students interested
in pursuing a physics degree. We used Tenon and Mac OS X's Voiceover software
to assess the accessibility of these webpages as measured by alignment with the
Web Content Accessibility Guidelines (WCAG) 2.0. We found only one webpage was
accessible for students with disabilities. We present five common accessibility
errors we identified in the webpages in our sample, suggested solutions for
these errors, and implications for students with disabilities, instructors and
staff, institutional administration, and the broader physics community.",Internet snaps and internet archives,Web Evidence,Crawler search,Arxiv,Research,YES
80,http://arxiv.org/abs/1510.06501v2,"Phishing is a major problem on the Web. Despite the significant attention it
has received over the years, there has been no definitive solution. While the
state-of-the-art solutions have reasonably good performance, they require a
large amount of training data and are not adept at detecting phishing attacks
against new targets. In this paper, we begin with two core observations: (a)
although phishers try to make a phishing webpage look similar to its target,
they do not have unlimited freedom in structuring the phishing webpage; and (b)
a webpage can be characterized by a small set of key terms; how these key terms
are used in different parts of a webpage is different in the case of legitimate
and phishing webpages. Based on these observations, we develop a phishing
detection system with several notable properties: it is language-independent,
can be implemented entirely on client-side, has excellent classification
performance and is fast. In addition, we developed a target identification
component that can identify the target website that a phishing webpage is
attempting to mimic. The target detection component is faster than previously
reported systems and can help minimize false positives in our phishing
detection system.",Internet snaps and internet archives,Web Evidence,Crawler search,Arxiv,Research,YES
81,http://arxiv.org/abs/1606.06510v1,"Aggregators are playing an increasingly crucial role in the integration of
renewable generation in power systems. However, the intermittent nature of
renewable generation makes market interactions of aggregators difficult to
monitor and regulate, raising concerns about potential market manipulation by
aggregators. In this paper, we study this issue by quantifying the profit an
aggregator can obtain through strategic curtailment of generation in an
electricity market. We show that, while the problem of maximizing the benefit
from curtailment is hard in general, efficient algorithms exist when the
topology of the network is radial (acyclic). Further, we highlight that
significant increases in profit are possible via strategic curtailment in
practical settings.",Online trackers,Advertising,Crawler search,Arxiv,Research,YES
82,http://arxiv.org/abs/1605.05077,Ad-Blocking and Counter Blocking - A Slice of the Arms Race.,Misleading advertising ,Advertising,Crawler search,DBLP,Research,YES
83,https://github.com/UCI-Networking-Group/nomoads,NoMoAds - Effective and Efficient Cross-App Mobile Ad-Blocking.,Misleading advertising ,Advertising,Crawler search,DBLP,Research,YES
84,https://play.google.com/store/apps/details?id=com.ongo.whatsfake&referrer=utm_source%3D42matters.com%26utm_medium%3Dapi,"A Block chain, Deep Learning based initiative!
Content Moderation leverages Deep Learning technology, Not only does Content Moderation help users to reduce adult, violence, terrorism, drugs and other illegal or inappropriate content, but can also minimize spam advertising and other user experience pain points.",Misleading advertising ,Advertising,Crawler search,Google play,Software registry,YES
85,https://play.google.com/store/apps/details?id=com.lkr.fakelocationpro&referrer=utm_source%3D42matters.com%26utm_medium%3Dapi,"If you like our application, upgrade Fake Location (Mock GPS) PRO - Sponsored version!

You will also get a higher PRO exclusive features:
- Professional
-30 record My Favorites
-30 record Location History
- No Advertising

=== Sharing ===
Using false position App, you can disguise your location, tap around the world will be able to Fake Location.
1. Analog seating arrangement in any country Gps coordinates.
2. You have to find their own place in disguise, whether street, the city where they can perform the most accurate positioning false.
3. Transferring false position message to the community LINE, FB, Whatsapp, so you do not easily be tracked.
4. Can check the location GPS position coordinates.
5. Compass, direction accurately caught.
6. The simple user interface, the fastest.
7. My favorite feature, recording place, allowing you quick access.
8. Fake location history.

If you have any questions you can send Mail to us! 
lkr.studio.service@gmail.com",Misleading advertising ,Advertising,Crawler search,Google play,Software registry,YES
86,http://arxiv.org/abs/1605.04717v1,"This paper examines the cues that typically differentiate phishing emails
from genuine emails. The research is conducted in two stages. In the first
stage, we identify the cues that actually differentiate between phishing and
genuine emails. These are the consistency and personalisation of the message,
the perceived legitimacy of links and sender, and the presence of spelling or
grammatical irregularities. In the second stage, we identify the cues that
participants use to differentiate between phishing and genuine emails. This
revealed that participants often use cues that are not good indicators of
whether an email is phishing or genuine. This includes the presence of legal
disclaimers, the quality of visual presentation, and the positive consequences
emphasised in the email. This study has implications for education and training
and provides a basis for the design and development of targeted and more
relevant training and risk communication strategies.",Scarcity,Dark Patterns,Crawler search,Arxiv,Research,YES
87,http://arxiv.org/abs/1705.00648v1,"Automatic fake news detection is a challenging problem in deception
detection, and it has tremendous real-world political and social impacts.
However, statistical approaches to combating fake news has been dramatically
limited by the lack of labeled benchmark datasets. In this paper, we present
liar: a new, publicly available dataset for fake news detection. We collected a
decade-long, 12.8K manually labeled short statements in various contexts from
PolitiFact.com, which provides detailed analysis report and links to source
documents for each case. This dataset can be used for fact-checking research as
well. Notably, this new dataset is an order of magnitude larger than previously
largest public fake news datasets of similar type. Empirically, we investigate
automatic fake news detection based on surface-level linguistic patterns. We
have designed a novel, hybrid convolutional neural network to integrate
meta-data with text. We show that this hybrid approach can improve a text-only
deep learning model.",Social proof,Dark Patterns,Crawler search,Arxiv,Research,YES
88,http://arxiv.org/abs/1508.01719v1,"Single sign-on (SSO) systems, such as OpenID and OAuth, allow web sites,
so-called relying parties (RPs), to delegate user authentication to identity
providers (IdPs), such as Facebook or Google. These systems are very popular,
as they provide a convenient means for users to log in at RPs and move much of
the burden of user authentication from RPs to IdPs.
  There is, however, a downside to current systems, as they do not respect
users' privacy: IdPs learn at which RP a user logs in. With one exception,
namely Mozilla's BrowserID system (a.k.a. Mozilla Persona), current SSO systems
were not even designed with user privacy in mind. Unfortunately, recently
discovered attacks, which exploit design flaws of BrowserID, show that
BrowserID does not provide user privacy either.
  In this paper, we therefore propose the first privacy-respecting SSO system
for the web, called SPRESSO (for Secure Privacy-REspecting Single Sign-On). The
system is easy to use, decentralized, and platform independent. It is based
solely on standard HTML5 and web features and uses no browser extensions,
plug-ins, or other executables.
  Existing SSO systems and the numerous attacks on such systems illustrate that
the design of secure SSO systems is highly non-trivial. We therefore also carry
out a formal analysis of SPRESSO based on an expressive model of the web in
order to formally prove that SPRESSO enjoys strong authentication and privacy
properties.",VPN,Geoblocking,Crawler search,Arxiv,Research,YES
89,http://arxiv.org/abs/1907.10331v1,"Recent work has demonstrated that by monitoring the Real Time Bidding (RTB)
protocol, one can estimate the monetary worth of different users for the
programmatic advertising ecosystem, even when the so-called winning bids are
encrypted. In this paper we describe how to implement the above techniques in a
practical and privacy preserving manner. Specifically, we study the privacy
consequences of reporting back to a centralized server, features that are
necessary for estimating the value of encrypted winning bids. We show that by
appropriately modulating the granularity of the necessary information and by
scrambling the communication channel to the server, one can increase the
privacy performance of the system in terms of K-anonymity. We've implemented
the above ideas on a browser extension and disseminated it to some 200 users.
Analyzing the results from 6 months of deployment, we show that the average
value of users for the programmatic advertising ecosystem has grown more than
75% in the last 3 years.",VPN,Geoblocking,Crawler search,Arxiv,Research,YES
90,http://arxiv.org/abs/1003.5325v1,"We examine the properties of all HTTP requests generated by a thousand
undergraduates over a span of two months. Preserving user identity in the data
set allows us to discover novel properties of Web traffic that directly affect
models of hypertext navigation. We find that the popularity of Web sites -- the
number of users who contribute to their traffic -- lacks any intrinsic mean and
may be unbounded. Further, many aspects of the browsing behavior of individual
users can be approximated by log-normal distributions even though their
aggregate behavior is scale-free. Finally, we show that users' click streams
cannot be cleanly segmented into sessions using timeouts, affecting any attempt
to model hypertext navigation using statistics of individual sessions. We
propose a strictly logical definition of sessions based on browsing activity as
revealed by referrer URLs; a user may have several active sessions in their
click stream at any one time. We demonstrate that applying a timeout to these
logical sessions affects their statistics to a lesser extent than a purely
timeout-based mechanism.",Web beacon tracker,Advertising,Crawler search,Arxiv,Research,YES
0,http://apps.webofknowledge.com/full_record.do?product=WOS&search_mode=GeneralSearch&qid=239&SID=6BNE5W34w9zUGQOFJug&page=1&doc=1&cacheurlFromRightClick=no,"According to a sample of over thirty thousand images collected from popular websites, this paper shows that such an assumption is a fallacy: classical 1 x 1 images are still commonly used for third-party tracking in the contemporary world wide web. While it seems that ad-blockers are unable to fully block these classical image-based tracking beacons, the paper further demonstrates that even limited information can be used to accurately classify the third-party lx1 images from other images. An average classification accuracy of 0.956 is reached in the empirical experiment. With these results the paper contributes to the ongoing attempts to better understand the lack of privacy in the world wide web, and the means by which the situation might be eventually improved.",Web beacon tracker,Advertising,Research search,Web of Science Database,Research,YES
1,http://apps.webofknowledge.com/full_record.do?product=WOS&search_mode=GeneralSearch&qid=239&SID=6BNE5W34w9zUGQOFJug&page=1&doc=2&cacheurlFromRightClick=no,"This paper proposes a novel technique that utilizes the presence of web beacons to create a unique ID for a website, to test this a practical investigation is performed. The practical investigation involves an automated scanning of web beacons on a number of websites, this scanning process involves identifying which beacons are present on a web page and recording the presence of those beacons, the results of this scanning process is then encoded into a table for human analyses.",Web beacon tracker,Advertising,Research search,Web of Science Database,Research,YES
2,http://apps.webofknowledge.com/full_record.do?product=WOS&search_mode=GeneralSearch&qid=244&SID=6BNE5W34w9zUGQOFJug&page=1&doc=10&cacheurlFromRightClick=no,"After a systematic analysis of the infiltration process, a Chrome extension application named Sniff-Phish is developed, where the resource intensive computational tasks are performed in cloud with which we could be able to detect various categories of real-time email scams or phishing attacks like zero-day and spear phishing. This extension application is based upon analyzing some basic criterion of the malicious URL and duly presenting the legitimacy level of the link in the form of a report. The accuracy obtains for Sniff-Phish is 98% and covers a wide range of phishing websites, resulting in the less false positive rate of 1.2%.",General scam & Pishing,Scam (Online Fraud),Research search,Web of Science Database,Research,YES
3,http://apps.webofknowledge.com/full_record.do?product=WOS&search_mode=GeneralSearch&qid=290&SID=6BNE5W34w9zUGQOFJug&page=1&doc=1&cacheurlFromRightClick=no,"We examine how open and closed review posting policies play differentiating roles in creating social media bias. As a supplementary method to existing ones detecting fake reviews, we develop a trust measure estimating how genuine the review is, based on the frequent usage of strongly positive or negative words.",Fake reviews,Advertising,Research search,Web of Science Database,Research,YES
4,http://apps.webofknowledge.com/full_record.do?product=WOS&search_mode=GeneralSearch&qid=290&SID=6BNE5W34w9zUGQOFJug&page=1&doc=2&cacheurlFromRightClick=no,This article proposes a feature framework for detecting fake reviews that has been evaluated in the consumer electronics domain.,Fake reviews,Advertising,Research search,Web of Science Database,Research,YES
5,http://apps.webofknowledge.com/full_record.do?product=WOS&search_mode=GeneralSearch&qid=290&SID=6BNE5W34w9zUGQOFJug&page=1&doc=4&cacheurlFromRightClick=no,"In this paper we propose a multi-aspect based neural network model to identify fake reviews, where the review features in the three aspects: metadata, similarity, and sentiment, are considered. We further establish the supervisory model and use the neural network training classifier to identify the fake reviews.",Fake reviews,Advertising,Research search,Web of Science Database,Research,YES
6,http://apps.webofknowledge.com/full_record.do?product=WOS&search_mode=GeneralSearch&qid=290&SID=6BNE5W34w9zUGQOFJug&page=1&doc=8&cacheurlFromRightClick=no,"This paper proposes three types of new features which include review density, semantic and emotion and gives the model and algorithm to construct each feature. Experiments show that the proposed model, algorithm and features are efficient in fake review detection task than traditional method based on content, reviewer info and behavior.",Fake reviews,Advertising,Research search,Web of Science Database,Research,YES
7,http://apps.webofknowledge.com/full_record.do?product=WOS&search_mode=GeneralSearch&qid=290&SID=6BNE5W34w9zUGQOFJug&page=1&doc=10&cacheurlFromRightClick=no,"In this paper we are proposing new set of lexical and syntactic features set and applying supervised algorithms for performing classification on fake reviews dataset (gold standard). We focus on the writing style, that include type of punctuation mark, Part-of- Speech (POS) etc., that are helpful for detection of reviews spam",Fake reviews,Advertising,Research search,Web of Science Database,Research,YES
8,http://apps.webofknowledge.com/full_record.do?product=WOS&search_mode=GeneralSearch&qid=290&SID=6BNE5W34w9zUGQOFJug&page=2&doc=11&cacheurlFromRightClick=no,"So this article purposes an algorithm to detect fake reviews of hype about restaurants based on sentiment analysis. Reviews are considered in four dimensions: taste, environment, service and overall attitude, if the analysis result of the four dimensions are consistent, the review will be categorized as hype.",Fake reviews,Advertising,Research search,Web of Science Database,Research,YES
9,https://cyber.harvard.edu/sites/cyber.harvard.edu/files/2010_Circumvention_Tool_Usage_Report.pdf,"blocking-resistant tools, simple web proxies, virtual private network (VPN) services, and open HTTP/SOCKS proxies",Geoblocking,Geoblocking,Research search,HeinOnline database,Research,YES
10,https://apps.webofknowledge.com/full_record.do?product=WOS&search_mode=GeneralSearch&qid=4&SID=8DL6HUjKqtC2WF3qPtf&page=1&doc=3&cacheurlFromRightClick=no,"customers of fake follower markets cannot manipulate legitimate user's relationship perfectly. Existing approaches explore node's relationships or features to detect customers. But none of them combines the relationships and node's features directly. In this article, we propose a model that directly combines the relationship and node's feature to detect customers of fake followers. Specifically, we study the geographical distance for 1-hop-directional links using the nodes geographical location. Motivated by the difference of a distance ratio for 1-hop directional links, the proposed method is designed to generate a 1-hop link distance ratio, and classifies a node as a customer or not.",Social media issues,Advertising,Research search,Web of Science Database,Research,YES
11,https://apps.webofknowledge.com/full_record.do?product=WOS&search_mode=GeneralSearch&qid=4&SID=8DL6HUjKqtC2WF3qPtf&page=1&doc=8&cacheurlFromRightClick=no,"We developed a sampling-based approach to discover all the near-duplicates of the top accounts, who have at least 50,000 followers. In the experiment, we found 395 near-duplicates, which leads us to 11.90 million fake accounts (4.56 % of total users) who send 741.10 million links (9.50 % of the entire edges). Furthermore, we characterize four typical structures of the spammers, cluster these spammers into 34 groups, and analyze the properties of each group.",Social media issues,Advertising,Research search,Web of Science Database,Research,YES
12,https://apps.webofknowledge.com/full_record.do?product=WOS&search_mode=GeneralSearch&qid=4&SID=8DL6HUjKqtC2WF3qPtf&page=1&doc=10&cacheurlFromRightClick=no,"n this paper, we have devised a method which can be used to detect all the fake followers within a social graph network based on features related to the centrality of all the nodes in the graph and training a classifier based on a subset of the data. Using only graph based centrality measures, the proposed method yielded very high accuracy on fake follower detection. The proposed method is generic in nature and can be used irrespective of the social network platform under consideration.",Social media issues,Advertising,Research search,Web of Science Database,Research,YES
